1700233403,1355.0,772.0,1818.0,935.0,3
1700233403,1461.0,772.0,1818.0,935.0,3
1700233403,1445.0,792.0,1776.0,931.0,3
1700233403,1300.0,906.0,1548.0,921.0,3
1700233403,1108.0,1015.0,1331.0,921.0,3
1700233403,1006.0,1071.0,1112.0,937.0,3
1700233403,967.0,1096.0,1023.0,964.0,3
1700233403,946.0,1114.0,1006.0,971.0,3
1700233403,982.0,1112.0,988.0,975.0,3
1700233403,1130.0,1103.0,981.0,978.0,3
1700233403,973.0,1115.0,973.0,981.0,3
1700233403,977.0,1127.0,967.0,981.0,3
1700233403,893.0,1129.0,966.0,982.0,3
1700233403,1067.0,1149.0,943.0,984.0,3
1700233403,1079.0,1151.0,906.0,992.0,3
1700233403,571.0,1048.0,757.0,934.0,3
1700233404,609.0,1067.0,758.0,941.0,3
1700233404,615.0,1081.0,762.0,957.0,3
1700233404,626.0,1092.0,763.0,962.0,3
1700233404,642.0,1103.0,762.0,972.0,3
1700233404,651.0,1104.0,758.0,991.0,3
1700233404,678.0,1107.0,756.0,1008.0,3
1700233404,708.0,1112.0,756.0,1012.0,3
1700233404,726.0,1117.0,760.0,1021.0,3
1700233404,741.0,1116.0,761.0,1027.0,3
1700233404,754.0,1114.0,761.0,1032.0,3
1700233404,749.0,1111.0,762.0,1041.0,3
1700233404,753.0,1110.0,764.0,1043.0,3
1700233404,750.0,1113.0,765.0,1050.0,3
1700233404,748.0,1118.0,766.0,1056.0,3
1700233404,745.0,1119.0,768.0,1062.0,3
1700233404,743.0,1120.0,768.0,1062.0,3
1700233404,741.0,1120.0,768.0,1062.0,3
1700233404,739.0,1120.0,768.0,1062.0,3
1700233404,736.0,1120.0,768.0,1062.0,3
1700233404,735.0,1121.0,768.0,1062.0,3
1700233404,733.0,1121.0,768.0,1062.0,3
1700233404,732.0,1121.0,768.0,1062.0,3
1700233404,731.0,1121.0,768.0,1062.0,3
1700233404,730.0,1121.0,768.0,1062.0,3
1700233404,729.0,1121.0,768.0,1062.0,3
1700233404,730.0,1136.0,768.0,1062.0,3
1700233404,771.0,1317.0,768.0,1062.0,3
1700233404,927.0,1658.0,768.0,1062.0,3
1700233404,546.0,174.0,758.0,831.0,3
1700233404,534.0,107.0,746.0,643.0,3
1700233404,537.0,77.0,730.0,549.0,3
1700233404,536.0,51.0,702.0,518.0,3
1700233404,530.0,63.0,698.0,524.0,3
1700233404,523.0,59.0,701.0,528.0,3
1700233404,518.0,58.0,701.0,528.0,3
1700233404,513.0,59.0,701.0,528.0,3
1700233404,508.0,64.0,701.0,529.0,3
