1700231537,2367,224,688,810,3
1700231537,3803,305,3315,1019,3
1700231537,2182,729,1485,974,0
1700231537,450,708,1657,974,0
1700231537,3039,759,1103,889,3
1700231537,2668,132,977,338,3
1700231537,417,730,2262,340,0
1700231537,2864,12,2674,838,0
1700231537,2044,953,2623,856,3
1700231537,2673,617,622,742,3
1700231537,413,1004,3587,400,0
1700231537,2290,906,2151,724,3
1700231537,2657,124,2937,909,3
1700231537,471,334,792,184,3
1700231537,1238,635,3354,770,0
1700231537,2640,0,713,274,3
1700231537,3647,80,3647,581,3
1700231537,3075,45,1866,258,3
1700231537,849,24,3398,681,3
1700231537,3671,103,1603,816,3
1700231537,3619,1078,91,255,3
1700231537,875,87,2160,480,3
1700231537,3519,172,2423,573,3
1700231537,1504,806,2881,704,3
1700231537,1985,1056,722,883,0
1700231537,2328,683,1971,600,0
1700231537,3831,153,1436,484,3
1700231537,1857,577,615,885,0
1700231537,2288,157,2285,467,3
1700231537,1291,353,825,882,3
1700231537,1895,252,507,597,0
1700231537,3412,474,415,1046,0
1700231537,2746,464,294,407,3
1700231537,2472,324,1240,621,3
1700231537,3050,875,1915,989,3
1700231537,845,998,320,751,3
1700231537,1147,503,2081,985,3
1700231537,1154,103,1885,1049,3
1700231537,3117,786,31,664,0
1700231537,2925,895,666,606,3
1700231537,1548,714,3707,756,3
1700231537,493,95,1612,151,3
1700231537,1109,570,132,806,3
1700231537,2397,6,1897,911,3
1700231537,1940,100,2855,659,0
1700231537,1825,923,3305,421,3
1700231537,1169,879,3149,998,0
1700231537,190,652,531,1061,3
1700231537,2678,755,2272,700,3
1700231537,1735,1045,3723,772,3
1700231537,1741,618,789,673,3
1700231537,1491,572,302,614,3
1700231537,414,753,1402,55,3
1700231537,3093,1001,724,364,3
1700231537,1668,959,1726,968,3
1700231537,932,574,1947,358,3
1700231537,994,979,3441,366,3
1700231537,1643,675,718,12,3
1700231537,3446,933,1234,218,3
1700231537,1938,441,2202,85,3
1700231537,3622,661,491,866,0
1700231537,2611,488,1874,242,3
1700231537,739,769,463,595,3
1700231537,1710,964,327,431,3
1700231537,3670,441,2922,182,3
1700231537,174,643,2649,266,0
1700231537,1231,457,1341,496,3
1700231537,130,703,2890,644,3
1700231537,3417,798,2847,1030,3
1700231537,3491,667,3564,849,3
1700231537,3379,398,2948,249,3
1700231537,623,1065,1623,452,3
1700231537,266,474,2804,269,3
1700231537,281,16,1618,379,3
1700231537,1788,684,430,429,0
1700231537,1943,471,588,341,0
1700231537,1705,74,2988,282,0
1700231537,489,756,2800,537,3
1700231537,2263,862,3220,942,3
1700231537,3492,444,308,574,3
1700231537,1267,188,3336,884,3
1700231537,1485,334,2026,284,3
1700231537,330,819,1406,537,3
1700231537,1027,1027,2156,781,3
1700231537,2350,457,728,547,0
1700231537,23,742,676,1055,3
1700231537,926,561,430,304,3
1700231537,2008,877,890,887,3
1700231537,723,233,2932,79,3
1700231537,1205,406,756,760,3
1700231537,3390,115,273,400,3
1700231537,1316,706,420,1059,3
1700231537,1353,841,2486,616,3
1700231537,1442,275,2741,534,3
1700231537,2706,802,2508,246,3
1700231537,2019,699,81,796,3
1700231537,3445,1018,2893,287,3
1700231537,1183,798,708,601,3
1700231537,1669,332,1011,296,3
1700231537,506,804,2224,382,3
1700231537,2973,137,2180,536,3
1700231537,1217,768,3549,868,3
1700231537,2568,949,156,446,3
1700231537,1893,28,3593,394,0
